gender,account_type,transaction_type,device,receiver_acc_type,device_os,name,cpf,birth_date,adress_pcode,phone_number,acc_creation_date,agency,account,credit_score,sender_id,device_id,device_model,transaction_amount,transaction_id,transaction_city,transaction_time,receiver_id,receiver_bank,receiver_agency,receiver_account
f,salario,pix,cellphone,salario,cheeseos,Joao Felipe Rocha,721.480.963-03,1948-04-02,58709282,(011) 9491-1124,2023-08-09,1484,844805,786.0,sid44LO,dv27jI,md99uP,19144.15,7691,Pacheco,2024-01-28 07:02:57,rid43tG,bk60,9477,156220
m,corrente,boleto,cellphone,corrente,bot,Maite Albuquerque,957.380.142-60,1986-11-11,58124-235,84 0589-4324,2020-12-10,963,519954,493.0,sid20QE,dv50CX,md29RO,16854.87,7692,Correia,2022-02-14 16:04:14,rid10Nt,bk75,5729,998625
f,poupanca,boleto,cellphone,pagamento,bot,Luiz Fernando Fogaca,120.756.438-90,1990-11-05,07741659,(084) 8428-5407,2022-02-06,9115,358571,736.0,sid20Rr,dv11YN,md73mH,47183.51,7693,Nogueira,2024-04-08 07:55:29,rid58XO,bk48,5233,406702
f,pagamento,boleto,cellphone,corrente,bluescreen,Marina Fonseca,014.789.625-85,1970-03-23,86693-805,(041) 6722-2362,2023-01-08,2612,749033,502.0,sid32gd,dv44CS,md44OF,13635.22,7694,Cavalcante de Silva,2023-06-27 23:39:57,rid60Gw,bk18,5457,53062
m,pagamento,pix,cellphone,corrente,bot,Agatha Carvalho,370.652.198-95,1976-07-20,09522046,+55 71 4018 5592,2021-09-27,6627,585570,615.0,sid77fq,dv15iF,md21Mf,45328.07,7695,da Rosa,2022-08-16 12:59:06,rid67Dp,bk35,7016,387780
m,corrente,pix,cellphone,corrente,penguin,Felipe Costa,280.394.765-00,1943-05-16,29515-974,0300 169 5766,2022-10-14,5298,685365,634.0,sid27pL,dv33Kw,md52yd,48547.21,7696,Ramos de Goias,2025-01-27 16:23:46,rid12oH,bk95,1670,485103
f,poupanca,boleto,cellphone,poupanca,myos,Gabriela da Rosa,201.568.793-95,1968-09-05,13235-486,0500-201-8003,2024-05-25,7494,6251,716.0,sid53Uf,dv75JL,md69dC,48253.68,7697,Viana da Praia,2025-02-11 00:59:06,rid76BE,bk22,3708,263410
f,poupanca,pix,cellphone,salario,bot,Joao Miguel Abreu,403.986.172-87,1945-03-08,24685776,+55 (021) 2353-2903,2022-11-29,7872,271099,709.0,sid69Tj,dv67jM,md93bP,46557.17,7698,Vieira,2024-06-29 05:04:13,rid16Vk,bk61,9603,924954
m,salario,pix,desktop,salario,cheeseos,Otto Silveira,984.762.501-85,1967-04-29,26684-658,+55 (011) 7319-1998,2024-07-26,7663,809590,620.0,sid39TS,dv50jK,md77io,21450.74,7699,Montenegro do Sul,2024-11-11 18:31:58,rid66cB,bk38,6727,192895
f,salario,pix,desktop,salario,cheeseos,Isabel Guerra,328.746.901-04,1969-09-23,07635318,(031) 2195-2578,2025-04-29,8766,656209,466.0,sid64hh,dv32Nn,md40Fe,1472.81,7700,Montenegro do Oeste,2025-08-23 08:42:56,rid10aF,bk70,4727,817224
m,poupanca,pix,cellphone,poupanca,bot,Emanuella Novais,805.637.241-53,1990-09-17,21270126,0800 838 0282,2020-12-14,3837,203552,693.0,sid65HB,dv33zM,md86Ji,39238.09,7701,Cavalcante,2024-08-12 13:45:20,rid46wO,bk10,7814,571513
m,corrente,pix,cellphone,corrente,cheeseos,Melissa Goncalves,041.768.253-08,1951-01-21,54577-556,51 4392 1449,2021-09-15,7418,516659,551.0,sid96Ed,dv14td,md71oC,20897.25,7702,Campos de Correia,2022-05-03 05:39:28,rid17zq,bk04,4121,235662
f,salario,boleto,cellphone,corrente,bluescreen,Bruna Pires,350.189.742-14,1977-10-11,08982027,(031) 7140-1730,2021-01-12,7781,21436,325.0,sid56Ll,dv72up,md52CJ,2489.55,7703,Correia Alegre,2023-03-23 10:22:43,rid40Yc,bk63,3679,959438
f,corrente,pix,cellphone,pagamento,bot,Isabella Casa Grande,073.586.419-57,1963-10-16,75236697,0900-869-0070,2025-05-07,711,245763,766.0,sid68bL,dv00yg,md19gn,15414.79,7704,Oliveira,2025-07-14 05:04:49,rid08vV,bk66,2918,62202
m,poupanca,boleto,cellphone,corrente,bot,Ana Julia Rodrigues,517.293.846-09,1986-02-24,89326794,+55 (084) 6309 7074,2025-03-15,7039,557277,467.0,sid89LB,dv47KY,md94PY,2666.92,7705,Nascimento,2025-05-28 10:03:16,rid73TJ,bk42,6873,871957
m,poupanca,pix,cellphone,corrente,bot,Joao Guilherme Monteiro,097.542.368-10,2001-12-08,36499495,(084) 6064 2477,2025-03-17,6370,885690,411.0,sid64wb,dv50in,md92nM,2921.46,7706,Brito de Pinto,2025-11-18 07:33:28,rid06Lh,bk82,6229,508567
m,corrente,boleto,cellphone,pagamento,bot,Raquel Casa Grande,851.062.374-08,1977-03-28,14770007,+55 (021) 6918-7178,2023-12-20,377,464040,510.0,sid75cr,dv26YX,md38FH,41281.71,7707,Cavalcante,2024-08-02 16:58:13,rid50vW,bk82,6209,515024
f,pagamento,boleto,cellphone,corrente,cheeseos,Clara Nunes,987.560.123-30,1944-01-17,61054176,+55 (061) 0244-4738,2021-06-19,7900,645908,687.0,sid37Jd,dv04IK,md44gz,48224.31,7708,Andrade do Campo,2022-11-19 15:05:54,rid10aM,bk63,7676,542601
f,corrente,pix,cellphone,corrente,penguin,Mariah Vargas,950.826.714-30,2002-01-17,62565-363,84 1305 6356,2023-10-28,4871,658442,703.0,sid31hR,dv78nG,md14XN,14950.82,7709,Lopes da Praia,2023-11-08 22:53:18,rid81TQ,bk29,358,175863
m,corrente,ted,cellphone,salario,myos,Yasmin Pimenta,920.348.157-50,1996-07-23,04689689,(021) 6992 5689,2023-10-02,1915,616788,579.0,sid51uA,dv59AN,md51SG,43749.44,7710,Ribeiro,2024-02-18 11:58:57,rid65RQ,bk53,534,610917
f,corrente,pix,cellphone,corrente,penguin,Luiz Henrique Oliveira,863.590.724-83,1939-06-30,42735-993,0900 144 3878,2025-10-25,1885,839909,713.0,sid82JX,dv54xw,md79AS,45278.35,7711,Rodrigues,2025-11-13 00:22:40,rid79Lw,bk04,252,786653
m,corrente,pix,cellphone,poupanca,bot,Kamilly Camara,904.721.836-13,1962-06-21,07136-018,+55 (011) 5798-7116,2023-07-28,2064,814277,404.0,sid34Hh,dv30EV,md53sE,5388.14,7712,Marques,2024-09-28 21:38:01,rid03TA,bk33,1081,327563
f,corrente,boleto,desktop,salario,bot,Enzo Gabriel Lopes,627.835.910-30,1963-04-02,43470-422,(051) 0540 3620,2025-11-10,3771,360625,557.0,sid91Qb,dv34CX,md45oK,32218.13,7713,Aragao do Campo,2025-11-15 12:18:56,rid28Xl,bk56,9504,228950
f,pagamento,boleto,cellphone,poupanca,bot,Benicio Rios,529.436.781-55,1984-03-18,74240414,71 4657 8036,2024-04-24,8015,82769,592.0,sid99hJ,dv51cp,md73sT,39108.7,7714,Pires de Vasconcelos,2025-02-17 21:44:49,rid70Vg,bk51,5740,75586
f,salario,pix,cellphone,poupanca,bot,Mariane Nunes,135.874.069-01,1940-07-25,16440-299,41 1904-7943,2021-11-20,8266,129029,489.0,sid13OL,dv91mg,md47lH,46703.71,7715,Macedo de Alves,2023-04-06 16:52:51,rid51CD,bk16,8421,467038
f,poupanca,ted,cellphone,corrente,bot,Henrique Santos,914.038.576-01,1944-11-09,34030-037,+55 (031) 5204-2979,2022-12-09,6197,61614,693.0,sid61hy,dv98HL,md06dx,29511.03,7716,Fonseca de Pacheco,2024-12-24 23:49:08,rid38nU,bk39,3155,314477
f,pagamento,boleto,cellphone,salario,bot,Rodrigo Andrade,819.403.562-70,1953-01-01,57796-340,+55 71 4597-2266,2021-02-10,1824,442536,748.0,sid12Ad,dv29UJ,md69hE,43664.4,7717,Camargo de Silva,2024-04-15 15:58:04,rid94xO,bk42,4188,61792
m,poupanca,pix,cellphone,corrente,myos,Stephany da Luz,740.625.193-99,1941-01-22,23166-081,81 2734-9795,2022-06-08,2044,36961,478.0,sid79IO,dv86tr,md69jW,972.31,7718,Ramos,2025-02-08 15:10:56,rid61Uu,bk50,5649,978846
m,pagamento,pix,cellphone,salario,myos,Yuri Camara,381.405.692-24,1947-07-01,40481-809,(084) 8760 5312,2021-12-01,3186,175522,441.0,sid12eK,dv55pN,md58QC,34377.13,7719,Pereira,2024-01-29 03:22:22,rid10FA,bk07,5518,758499
f,corrente,pix,cellphone,poupanca,bot,Samuel Aragao,296.508.371-59,1976-07-12,18676-199,(061) 3979 1891,2024-10-04,2586,327233,760.0,sid30OA,dv09VC,md58cS,15969.95,7720,Borges Alegre,2025-03-23 07:09:21,rid34Mz,bk42,491,700444
f,pagamento,boleto,desktop,pagamento,bot,Diego Siqueira,016.432.895-51,1980-01-21,12957052,41 5365 4460,2025-06-24,1007,281392,456.0,sid17CH,dv46qy,md64GQ,16017.32,7721,Cirino do Norte,2025-09-20 15:27:44,rid61St,bk67,4921,563909
m,salario,pix,cellphone,salario,cheeseos,Brayan Brito,582.960.147-85,1940-04-14,60854-379,+55 81 8885 0348,2022-09-16,7007,984152,833.0,sid50Au,dv82qi,md73oR,13458.94,7722,Duarte,2025-03-23 07:28:32,rid31Jv,bk84,1257,66035
f,corrente,pix,cellphone,corrente,bot,Calebe Moreira,742.089.516-30,2002-05-02,29941-299,+55 61 6738 4261,2025-04-20,3556,52340,835.0,sid06wC,dv43Pm,md10Fq,10613.26,7723,Silveira,2025-09-05 15:28:44,rid36mL,bk83,2291,184993
m,poupanca,boleto,cellphone,pagamento,bot,Bruno Sousa,967.248.013-03,1999-12-01,58034-342,+55 (031) 5812 2007,2021-05-31,796,520361,500.0,sid73je,dv27kw,md06jn,13936.2,7724,Freitas Verde,2024-11-14 02:22:47,rid40kW,bk25,6465,613354
f,pagamento,ted,cellphone,poupanca,myos,Lorenzo Castro,569.187.240-02,1953-06-19,98145-290,51 5574 9269,2023-12-28,4963,266913,428.0,sid33yq,dv52WT,md44tc,14976.29,7725,Caldeira,2025-07-02 20:32:48,rid53tl,bk97,9905,243444
f,poupanca,boleto,desktop,pagamento,bluescreen,Beatriz Siqueira,043.789.156-93,1964-01-29,14121136,+55 (041) 4048 0900,2021-07-19,3734,258862,584.0,sid72ce,dv60dy,md66Kz,48401.96,7726,Machado de Leao,2024-06-09 20:57:36,rid67mM,bk51,4476,587420
m,poupanca,ted,desktop,corrente,cheeseos,Maya Pacheco,734.981.056-39,1968-10-27,09807-124,(084) 4877 0168,2022-11-12,2928,858299,457.0,sid14JJ,dv40JH,md52lL,44053.77,7727,Machado de Goias,2024-08-05 11:21:48,rid62hE,bk63,3110,448088
f,corrente,pix,desktop,pagamento,bot,Josue Araujo,678.439.520-47,1975-12-28,20231-604,(061) 8134 3635,2021-10-27,2306,910726,583.0,sid59ai,dv89ey,md78tJ,14650.49,7728,Novais Alegre,2024-06-11 06:57:16,rid89bC,bk54,1634,749980
m,pagamento,pix,desktop,corrente,bot,Clara Porto,352.918.460-89,1965-12-26,55917789,+55 (071) 1555-3597,2022-02-01,7728,254267,643.0,sid19NJ,dv85AM,md80Kz,32240.89,7729,Farias,2025-03-18 01:12:55,rid16wc,bk03,9427,993688
f,corrente,pix,cellphone,salario,cheeseos,Stella Farias,503.276.914-25,1951-02-04,00196-688,+55 (084) 8651 3064,2023-10-04,3657,518766,714.0,sid25uh,dv47Fp,md67hd,2626.66,7730,da Cruz,2025-05-27 23:55:28,rid56YU,bk13,6058,222242
f,corrente,ted,desktop,salario,bluescreen,Valentim Macedo,064.791.258-94,1970-10-24,20688-279,84 4359 5203,2023-10-21,6216,586057,834.0,sid89Dx,dv84Vr,md04xb,1757.15,7731,Farias,2025-08-12 07:20:39,rid81jG,bk27,9441,799689
m,salario,pix,desktop,salario,bot,Pietra Marques,638.195.204-06,1982-07-30,92739-111,+55 (011) 7534-1120,2022-02-20,3296,907958,779.0,sid35DO,dv92cu,md67xN,2346.01,7732,Costela do Campo,2023-11-22 12:53:39,rid61Nc,bk72,9865,686346
f,salario,pix,cellphone,salario,bluescreen,Isabella Nogueira,137.625.804-80,1974-03-01,77935644,+55 (084) 4104-2005,2022-08-04,537,819320,620.0,sid19ar,dv78mj,md21qK,32766.27,7733,Rodrigues Grande,2023-11-19 08:26:10,rid56dZ,bk52,601,217519
m,pagamento,boleto,cellphone,corrente,myos,Dom Montenegro,371.829.650-03,1948-02-22,86277424,+55 31 9956-8396,2025-09-02,2961,375278,464.0,sid16Ds,dv63tH,md47st,7060.6,7734,Lima,2025-10-08 18:26:58,rid02op,bk00,601,69349
f,corrente,pix,cellphone,poupanca,bot,Isabel Costela,324.698.507-38,1981-10-16,30144-498,+55 (041) 7316-2417,2021-10-14,5367,475734,618.0,sid44hP,dv27El,md92EE,34704.11,7735,Sa,2023-01-29 21:23:34,rid91Eg,bk93,3962,475706
m,corrente,pix,desktop,salario,myos,Anthony Moreira,106.327.958-59,1990-02-10,45662-748,(041) 6809-9243,2021-10-15,8644,824980,626.0,sid15Nb,dv00Sf,md36aC,42225.3,7736,Fogaca do Amparo,2022-12-18 22:50:28,rid72xC,bk38,354,136291
f,corrente,pix,cellphone,corrente,bot,Rebeca da Paz,379.405.821-60,1956-10-15,72925-615,+55 (061) 8550 3972,2024-08-19,5035,578777,524.0,sid80lT,dv52ZB,md20ga,39340.11,7737,Nascimento,2025-07-21 04:20:11,rid49Uq,bk85,2799,874044
m,corrente,pix,cellphone,corrente,bot,Luiz Henrique Garcia,579.306.842-29,1997-07-23,94210-936,+55 61 7869-1044,2023-02-16,5844,177531,820.0,sid15dH,dv80zw,md10Aa,15153.75,7738,Ribeiro,2025-01-18 14:28:18,rid07kW,bk45,8094,554407
m,corrente,pix,desktop,corrente,myos,Noah Camara,158.792.304-14,1994-10-12,68494167,(051) 3444-0442,2023-11-09,3261,285108,682.0,sid78MF,dv52Db,md23SJ,36090.52,7739,Vargas Alegre,2024-11-12 15:06:41,rid65Nt,bk35,2292,142484
m,poupanca,pix,desktop,pagamento,myos,Otavio Pinto,098.423.756-92,1973-04-14,46602068,(071) 5392-8738,2022-01-19,2804,797495,552.0,sid54KK,dv41eo,md36mu,29900.56,7740,Sa Grande,2022-09-02 14:33:14,rid82kv,bk70,7905,807599
m,pagamento,pix,desktop,corrente,myos,Vicente Alves,965.207.418-76,1999-10-03,61838-407,+55 11 6340-9456,2021-12-21,9910,646860,748.0,sid74tR,dv74eh,md69Jh,16160.13,7741,Mendonca,2025-08-21 02:24:32,rid63xr,bk04,6623,912887
f,corrente,pix,cellphone,pagamento,bot,Sofia da Cunha,207.435.819-97,1954-10-31,78127-268,+55 51 3000 7004,2024-12-17,5844,580561,750.0,sid63MQ,dv54ne,md35KM,6813.9,7742,Cavalcanti,2025-01-11 08:52:23,rid97Qs,bk67,1920,137820
f,corrente,pix,cellphone,salario,myos,Ryan Brito,382.605.791-03,1982-01-23,16341007,(041) 7010 6016,2025-09-27,1688,588801,552.0,sid16Un,dv58gh,md36cI,47558.12,7743,Camara,2025-11-07 01:25:19,rid16hm,bk49,4634,69810
m,pagamento,pix,cellphone,corrente,myos,Ian Correia,561.932.780-95,1983-02-25,62922043,+55 (011) 3763-5128,2024-06-20,7428,865580,547.0,sid37IU,dv79mE,md46Yg,14347.58,7744,Araujo do Norte,2025-02-27 16:58:06,rid81BD,bk55,3565,219775
f,pagamento,boleto,desktop,corrente,bot,Isis Macedo,179.246.350-25,1983-10-22,68908101,0300-078-3705,2025-04-21,3586,200480,439.0,sid35Hd,dv94uH,md57OO,9730.76,7745,Cirino,2025-11-04 10:04:30,rid40Fp,bk08,7557,477465
m,pagamento,pix,cellphone,pagamento,bot,Heloisa Albuquerque,495.683.710-01,1949-05-10,20726-719,+55 (051) 3080 7527,2023-11-21,7465,378800,578.0,sid64th,dv61Ph,md54xc,24061.6,7746,Sales,2023-12-29 13:53:09,rid38Pe,bk63,220,825959
f,poupanca,ted,cellphone,corrente,cheeseos,Luiz Felipe Albuquerque,398.750.462-56,2005-02-18,86148-327,+55 21 8058-9483,2021-12-06,2972,104948,631.0,sid23ur,dv85tt,md96Pb,24608.49,7747,da Rosa da Mata,2023-10-13 13:36:33,rid38rN,bk57,3381,724496
m,poupanca,boleto,desktop,corrente,bot,Isis da Rosa,461.297.803-03,1973-04-19,50765726,21 3967-6654,2022-02-08,402,14656,377.0,sid23ia,dv99gW,md40ON,6569.49,7748,Macedo,2025-10-14 18:46:29,rid82zX,bk84,6402,986464
f,poupanca,boleto,cellphone,pagamento,bluescreen,Luiz Henrique Sousa,635.829.041-05,1943-08-24,23309-880,84 8085 6459,2021-07-12,1701,98852,750.0,sid94NT,dv28Ae,md24Lp,39950.78,7749,Mendonca,2022-11-27 20:55:54,rid64Kl,bk69,7791,203359
f,pagamento,ted,desktop,salario,myos,Agatha Sousa,179.860.324-13,1945-11-24,87203-908,+55 (011) 7000 1467,2023-12-25,3358,586727,376.0,sid33DS,dv44FL,md87yn,24757.32,7750,Moraes,2025-02-04 17:18:37,rid53tV,bk49,8902,251386
f,pagamento,boleto,desktop,salario,bluescreen,Emilly Campos,018.327.649-31,1936-12-02,59156138,(081) 9034-5693,2024-09-03,4951,549396,357.0,sid83cp,dv07oQ,md98do,9546.28,7751,Rocha,2025-11-05 23:12:43,rid35lX,bk56,6814,727211
f,corrente,pix,desktop,corrente,bot,Antonio Moura,816.732.094-40,1942-07-08,67877755,0900-788-4221,2024-11-04,4671,439835,646.0,sid63ck,dv91bS,md69wW,35768.44,7752,Pereira da Prata,2025-03-18 08:07:06,rid34OD,bk48,5911,221056
m,salario,pix,cellphone,pagamento,bot,Guilherme Sousa,783.126.950-95,1945-08-10,85390648,+55 (021) 2030-0493,2022-09-12,5672,182075,470.0,sid12Oi,dv42uK,md44iQ,21488.99,7753,Vieira do Galho,2025-05-28 18:39:26,rid28oR,bk52,6981,700650
f,corrente,boleto,cellphone,salario,bot,Asafe Cavalcanti,295.460.187-67,1954-06-02,80651-175,+55 (081) 5315-2392,2024-04-20,1901,366537,505.0,sid42lY,dv11iW,md55Ub,32975.63,7754,Sousa das Flores,2025-10-11 03:17:17,rid81sh,bk28,552,243257
m,corrente,ted,cellphone,corrente,penguin,Alexia Farias,591.826.430-24,1947-02-13,32529753,(021) 3170 7429,2024-09-10,2370,218790,380.0,sid84SH,dv23um,md74gP,9673.76,7755,da Conceicao do Campo,2024-12-04 09:37:31,rid93fB,bk56,7538,269861
f,poupanca,pix,cellphone,corrente,bot,Alicia Porto,582.694.730-65,1981-01-05,73545-792,+55 (081) 6265-7938,2024-06-16,6038,879055,798.0,sid54lk,dv74LF,md40du,26622.51,7756,Costa,2025-05-19 15:24:13,rid38aj,bk52,2576,235842
m,pagamento,pix,cellphone,salario,myos,Lavinia Sa,342.918.607-22,1979-03-24,47169-553,+55 (061) 9862-7317,2022-03-31,4296,839738,308.0,sid01hr,dv73BM,md48kk,10215.74,7757,da Rocha,2025-07-17 06:58:48,rid16Bk,bk76,8858,608737
m,corrente,pix,cellphone,pagamento,cheeseos,Heloisa Sousa,287.103.456-71,1973-05-13,93762-956,+55 (041) 6836 7398,2021-12-13,7046,43620,632.0,sid18oJ,dv51Ay,md60cs,42535.67,7758,Sales do Sul,2025-01-31 09:27:11,rid20EP,bk67,3730,161639
m,corrente,ted,desktop,salario,bot,Rael Machado,918.234.765-46,1979-08-20,22696067,+55 (081) 7419-2352,2025-02-18,9507,96980,330.0,sid81Jr,dv62sC,md50Uo,41889.76,7759,Melo,2025-08-11 06:01:48,rid48gA,bk16,9011,289168
f,corrente,boleto,cellphone,corrente,bot,Matheus Pereira,576.902.843-29,1972-02-18,17390881,11 8030 6092,2022-01-02,8852,112651,425.0,sid99oG,dv35Jb,md47WT,26993.17,7760,Melo de Farias,2023-01-14 15:52:43,rid88ru,bk90,3865,709851
f,corrente,pix,cellphone,pagamento,myos,Joao Lucas da Rosa,123.576.940-25,1940-11-06,80430277,84 6136 2835,2024-06-26,5839,772729,631.0,sid50Xy,dv40hA,md89jr,41470.31,7761,Rios,2025-10-26 19:44:27,rid41Yr,bk48,3150,274387
f,pagamento,pix,cellphone,corrente,penguin,Elisa da Luz,693.418.570-66,1956-02-03,69812747,(011) 3392-0336,2021-03-29,1953,962714,781.0,sid95aQ,dv84Dw,md68xX,45649.35,7762,Guerra do Galho,2022-05-18 20:24:38,rid76iL,bk70,2266,419535
f,poupanca,pix,cellphone,corrente,myos,Luiz Gustavo Guerra,021.593.647-70,2000-02-06,76878-329,+55 (071) 5325 7211,2022-10-05,1804,155369,327.0,sid98Bq,dv15DT,md36AH,33714.23,7763,Abreu Alegre,2023-07-29 04:50:58,rid06tT,bk84,1360,550571
f,pagamento,pix,cellphone,corrente,myos,Vitor Hugo Machado,519.438.627-37,2004-09-08,96141-901,+55 (011) 2641-5174,2023-07-09,7521,591715,552.0,sid11ma,dv79Kv,md49ly,12731.27,7764,da Cruz de da Conceicao,2024-01-10 20:18:09,rid03Fo,bk51,5291,257171
m,poupanca,pix,cellphone,salario,myos,Yasmin Jesus,257.938.164-37,1995-07-25,24081726,+55 (021) 8207-1876,2021-09-26,1563,263636,748.0,sid42vs,dv54dN,md34IK,21362.39,7765,Silva do Galho,2024-01-16 12:46:58,rid74Pj,bk34,4390,80179
f,corrente,pix,cellphone,corrente,cheeseos,Vinicius Cassiano,926.180.374-13,1978-08-20,46991978,0500 976 0339,2022-06-28,2613,359103,660.0,sid47ZR,dv01RG,md31QQ,48575.75,7766,Sousa,2025-01-23 05:27:47,rid26Ja,bk05,8533,243770
f,corrente,pix,cellphone,pagamento,myos,Davi Luiz Ramos,402.163.857-17,1940-11-18,47177-438,11 3565 0120,2024-02-03,4754,152544,592.0,sid53Cj,dv63my,md73wJ,27672.57,7767,Farias,2024-02-20 03:13:47,rid69JH,bk28,2537,250859
m,salario,pix,cellphone,poupanca,bot,Joao Guilherme Fernandes,706.245.831-71,1963-06-22,64603689,+55 21 4708-6274,2024-03-19,13,284573,604.0,sid66bR,dv81aO,md79VI,29527.83,7768,Pinto,2024-10-03 19:16:13,rid57AH,bk61,5775,284195
f,corrente,ted,cellphone,corrente,penguin,Vitor Hugo Cardoso,802.497.316-22,1979-12-24,05871-800,+55 21 0629 9087,2021-09-28,7532,9188,394.0,sid62gY,dv30Wm,md06uz,1357.48,7769,Ferreira Paulista,2025-07-03 02:00:32,rid70oU,bk86,3487,470254
m,corrente,pix,cellphone,corrente,myos,Marcela Moraes,048.192.576-76,1974-11-01,11679-372,+55 (084) 1464-6533,2021-05-19,6126,550682,845.0,sid35mA,dv48mw,md51lV,16911.86,7770,Almeida de Fernandes,2021-07-20 19:16:13,rid46hA,bk27,8009,6977
m,pagamento,pix,cellphone,corrente,penguin,Bryan Campos,829.163.745-82,1978-03-23,43775612,+55 (031) 2010-0704,2021-04-19,5041,91626,756.0,sid78EE,dv98HZ,md23st,7684.72,7771,Nascimento da Prata,2023-05-27 22:10:28,rid45Yb,bk20,4674,396094
m,corrente,pix,desktop,pagamento,cheeseos,Vitor Siqueira,906.831.247-22,2001-09-27,27940-455,(011) 9857 2073,2021-06-07,4271,315188,547.0,sid82cX,dv33Ig,md38eX,5588.84,7772,Siqueira das Pedras,2023-06-02 17:54:28,rid85Kr,bk93,7810,558218
m,pagamento,pix,desktop,corrente,cheeseos,Vitor Gabriel Rios,671.249.350-16,1976-11-19,43089893,+55 (021) 1243 3852,2021-04-25,294,532168,725.0,sid37bz,dv41OQ,md52dn,44468.44,7773,Souza do Amparo,2021-11-22 12:24:04,rid39IA,bk59,2943,203682
m,pagamento,pix,cellphone,corrente,bot,Ana Beatriz Campos,902.146.357-16,1964-05-18,25278106,(061) 5635 8717,2023-03-24,51,919487,788.0,sid06rp,dv23yl,md90mU,14508.0,7774,Nascimento,2024-06-03 03:30:10,rid30ri,bk39,3113,186214
f,corrente,pix,cellphone,salario,bot,Augusto Aparecida,312.780.596-95,1959-03-10,14397660,+55 (021) 5753 3757,2024-08-21,7106,423910,611.0,sid68ze,dv23wE,md11bb,25509.67,7775,Duarte,2025-02-01 20:40:05,rid40FW,bk34,6635,17724
m,pagamento,boleto,desktop,corrente,myos,Danilo Barbosa,498.603.125-24,1981-07-20,04603-180,+55 (011) 1858 1662,2025-10-06,4844,753139,842.0,sid94IZ,dv91jL,md99HT,40725.28,7776,Pimenta,2025-11-20 07:16:48,rid17Cb,bk59,3837,748817
f,corrente,boleto,cellphone,corrente,penguin,Alice Alves,139.807.452-79,1978-01-21,86749012,(084) 5237-8305,2025-10-30,8388,383709,409.0,sid13LM,dv39hn,md11vJ,49345.71,7777,Pimenta de Garcia,2025-11-10 16:46:42,rid74TC,bk33,1967,601725
f,pagamento,pix,cellphone,salario,bot,Anna Liz Dias,932.518.607-12,1980-10-06,53880759,(021) 5923 1423,2025-03-27,3493,21102,737.0,sid56aF,dv03SY,md65Kd,9384.62,7778,Pimenta,2025-08-18 07:30:57,rid53pA,bk60,2519,429066
m,poupanca,pix,cellphone,poupanca,myos,Thiago das Neves,372.604.518-07,1954-05-01,58619-957,+55 (011) 0150-0082,2023-11-13,7511,320879,326.0,sid22cM,dv34TQ,md85wV,36760.77,7779,Freitas,2024-03-25 14:22:20,rid33qr,bk24,9076,412460
m,corrente,boleto,cellphone,corrente,bot,Clarice Aragao,785.469.120-76,1995-06-28,04928221,11 9407-1448,2021-06-30,2135,791317,517.0,sid89dr,dv91PS,md70Uw,22179.75,7780,Silva,2025-05-28 04:17:17,rid64XD,bk84,8790,650148
f,corrente,pix,cellphone,poupanca,myos,Eduardo Novais,195.730.826-59,1952-05-23,54906380,+55 84 8932-4098,2022-01-03,8217,876896,566.0,sid55WM,dv23bt,md34Tc,9197.86,7781,Lima Alegre,2024-12-28 14:00:41,rid30pa,bk58,7698,10743
f,poupanca,pix,cellphone,pagamento,bot,Anthony Costela,317.958.420-32,1949-12-24,36203647,0500-924-8753,2025-10-31,2632,851439,824.0,sid64kl,dv43qa,md34nW,46127.32,7782,Nunes do Sul,2025-11-13 10:19:47,rid24PN,bk72,5184,853061
f,corrente,pix,cellphone,poupanca,bot,Theodoro Silveira,362.409.718-04,1943-03-27,08282352,+55 (061) 6875-3854,2025-08-25,9569,45847,584.0,sid15sk,dv58kU,md98AE,49597.12,7783,Gomes das Pedras,2025-11-22 11:14:14,rid07hn,bk98,6370,743755
m,salario,pix,cellphone,salario,bot,Liam Souza,754.268.109-58,2005-04-03,94840014,+55 51 4028 2273,2021-02-22,3652,754178,789.0,sid93ej,dv69lH,md82yq,45955.32,7784,Lopes,2023-10-04 11:44:37,rid15vh,bk24,8829,8775
f,corrente,boleto,desktop,salario,penguin,Ana Luiza Aragao,150.684.329-89,1946-04-20,76639-598,+55 71 8642 0872,2023-03-10,3846,895041,400.0,sid38ws,dv99gG,md53PD,25225.14,7785,Ramos de Barros,2025-04-21 17:20:53,rid26bd,bk17,1839,633967
f,poupanca,boleto,desktop,pagamento,bot,Lucca Nascimento,875.604.132-26,1979-10-18,72549262,(084) 8794 4205,2021-10-31,7307,313716,471.0,sid61Xg,dv88PQ,md35ft,18394.32,7786,Abreu do Oeste,2025-09-13 14:32:15,rid58te,bk85,5559,893620
f,poupanca,boleto,cellphone,corrente,cheeseos,Yan Aragao,594.738.601-10,1970-06-27,96664-310,84 7617-5499,2024-06-25,2904,150543,564.0,sid38LX,dv75zU,md63bu,48552.47,7787,Rocha Alegre,2024-09-03 02:56:46,rid42QG,bk89,7882,983735
m,salario,boleto,cellphone,corrente,bluescreen,Kevin da Costa,304.569.281-89,2006-07-03,03758-811,+55 (061) 3078 0362,2023-08-08,9828,309974,747.0,sid84YX,dv89oe,md00kQ,48701.06,7788,Jesus,2024-09-07 04:20:09,rid39we,bk46,9487,34582
